,Pokemon,Type,Species,Height,Weight,Abilities,EV Yield,Catch Rate,Base Friendship,Base Exp,Growth Rate,Egg Groups,Gender,Egg Cycles,HP Base,HP Min,HP Max,Attack Base,Attack Min,Attack Max,Defense Base,Defense Min,Defense Max,Special Attack Base,Special Attack Min,Special Attack Max,Special Defense Base,Special Defense Min,Special Defense Max,Speed Base,Speed Min,Speed Max,_name,id,name,pokedex_id,type1,type2,primary_color,shape,legendary,mega_evolution,alolan_form,galarian_form,gigantamax,image_fn
971,Smeargle,Normal,Painter Pokémon,1.2 m (3′11″),58.0 kg (127.9 lbs),"1. Own Tempo, 2. Technician, Moody (hidden ability)",1 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),88,Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",55,220,314,20,40,152,35,67,185,20,40,152,45,85,207,75,139,273,smeargle,312.0,Smeargle,235.0,Normal,,White,Upright,False,False,False,False,False,['235']
972,Smoliv,"Grass, Normal",Olive Pokémon,0.3 m (1′00″),6.5 kg (14.3 lbs),"1. Early Bird, Harvest (hidden ability)",1 Sp. Atk,"255 (33.3% with PokéBall, full HP)",50 (normal),52,Medium Slow,Grass,"50% male, 50% female","20 (4,884–5,140 steps)",41,192,286,35,67,185,45,85,207,58,108,236,51,96,221,30,58,174,smoliv,,,,,,,,,,,,,
973,Smoochum,"Ice, Psychic",Kiss Pokémon,0.4 m (1′04″),6.0 kg (13.2 lbs),"1. Oblivious, 2. Forewarn, Hydration (hidden ability)",1 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),61,Medium Fast,Undiscovered,"0% male, 100% female","25 (6,169–6,425 steps)",45,200,294,30,58,174,15,31,141,85,157,295,65,121,251,65,121,251,smoochum,315.0,Smoochum,238.0,Ice,Psychic,Pink,Humanoid,False,False,False,False,False,['238']
974,Sneasel,"Dark, Ice",Sharp Claw Pokémon,0.9 m (2′11″),28.0 kg (61.7 lbs),"1. Inner Focus, 2. Keen Eye, Pickpocket (hidden ability)",1 Speed,"60 (7.8% with PokéBall, full HP)",35 (lower than normal),86,Medium Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)",55,220,314,95,175,317,55,103,229,35,67,185,75,139,273,115,211,361,sneasel,290.0,Sneasel,215.0,Dark,Ice,Black,Upright,False,False,False,False,False,['215']
975,Hisuian Sneasel,"Fighting, Poison",Sharp Claw Pokémon,0.9 m (2′11″),27.0 kg (59.5 lbs),"1. Inner Focus, 2. Keen Eye, Pickpocket (hidden ability)",1 Speed,"60 (7.8% with PokéBall, full HP)",35 (lower than normal),86,Medium Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)",55,220,314,95,175,317,55,103,229,35,67,185,75,139,273,115,211,361,hisuian sneasel,,,,,,,,,,,,,
976,Sneasler,"Fighting, Poison",Free Climb Pokémon,1.3 m (4′03″),43.0 kg (94.8 lbs),"1. Pressure, 2. Unburden, Poison Touch (hidden ability)",2 Attack,"20 (2.6% with PokéBall, full HP)",50 (normal),102,Medium Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)",80,270,364,130,238,394,60,112,240,40,76,196,80,148,284,120,220,372,sneasler,,,,,,,,,,,,,
977,Snivy,Grass,Grass Snake Pokémon,0.6 m (2′00″),8.1 kg (17.9 lbs),"1. Overgrow, Contrary (hidden ability)",1 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),62,Medium Slow,"Field, Grass","87.5% male, 12.5% female","20 (4,884–5,140 steps)",45,200,294,45,85,207,55,103,229,45,85,207,55,103,229,63,117,247,snivy,617.0,Snivy,495.0,Grass,,Green,Upright,False,False,False,False,False,['495']
978,Snom,"Ice, Bug",Worm Pokémon,0.3 m (1′00″),3.8 kg (8.4 lbs),"1. Shield Dust, Ice Scales (hidden ability)",1 Sp. Atk,"190 (24.8% with PokéBall, full HP)",50 (normal),37,Medium Fast,Bug,"50% male, 50% female","20 (4,884–5,140 steps)",30,170,264,25,49,163,35,67,185,45,85,207,30,58,174,20,40,152,snom,1079.0,Snom,872.0,Ice,Bug,White,Squiggle,False,False,False,False,False,['872']
979,Snorlax,Normal,Sleeping Pokémon,2.1 m (6′11″),460.0 kg (1014.1 lbs),"1. Immunity, 2. Thick Fat, Gluttony (hidden ability)",2 HP,"25 (3.3% with PokéBall, full HP)",50 (normal),189,Slow,Monster,"87.5% male, 12.5% female","40 (10,024–10,280 steps)",160,430,524,110,202,350,65,121,251,65,121,251,110,202,350,30,58,174,snorlax,207.0,Snorlax,143.0,Normal,,Black,Humanoid,False,False,False,False,False,['143']
980,Snorunt,Ice,Snow Hat Pokémon,0.7 m (2′04″),16.8 kg (37.0 lbs),"1. Inner Focus, 2. Ice Body, Moody (hidden ability)",1 HP,"190 (24.8% with PokéBall, full HP)",50 (normal),60,Medium Fast,"Fairy, Mineral","50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,50,94,218,50,94,218,50,94,218,50,94,218,50,94,218,snorunt,458.0,Snorunt,361.0,Ice,,Gray,Humanoid,False,False,False,False,False,['361']
981,Snover,"Grass, Ice",Frost Tree Pokémon,1.0 m (3′03″),50.5 kg (111.3 lbs),"1. Snow Warning, Soundproof (hidden ability)",1 Attack,"120 (15.7% with PokéBall, full HP)",50 (normal),67,Slow,"Grass, Monster","50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,62,116,245,50,94,218,62,116,245,60,112,240,40,76,196,snover,572.0,Snover,459.0,Grass,Ice,White,Upright,False,False,False,False,False,['459']
982,Snubbull,Fairy,Fairy Pokémon,0.6 m (2′00″),7.8 kg (17.2 lbs),"1. Intimidate, 2. Run Away, Rattled (hidden ability)",1 Attack,"190 (24.8% with PokéBall, full HP)",50 (normal),60,Fast,"Fairy, Field","25% male, 75% female","20 (4,884–5,140 steps)",60,230,324,80,148,284,50,94,218,40,76,196,40,76,196,30,58,174,snubbull,282.0,Snubbull,209.0,Fairy,,Pink,Humanoid,False,False,False,False,False,['209']
983,Sobble,Water,Water Lizard Pokémon,0.3 m (1′00″),4.0 kg (8.8 lbs),"1. Torrent, Sniper (hidden ability)","1 Sp. Def, 1 Speed","45 (5.9% with PokéBall, full HP)",50 (normal),62,Medium Slow,"Field, Water 1","87.5% male, 12.5% female","20 (4,884–5,140 steps)",50,210,304,40,76,196,40,76,196,70,130,262,40,76,196,70,130,262,sobble,1008.0,Sobble,816.0,Water,,Blue,Quadruped,False,False,False,False,False,['816']
984,Solgaleo,"Psychic, Steel",Sunne Pokémon,3.4 m (11′02″),230.0 kg (507.1 lbs),1. Full Metal Body,3 Attack,"45 (5.9% with PokéBall, full HP)",0 (lower than normal),306,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",137,384,478,137,251,410,107,197,344,113,207,357,89,164,304,97,179,322,solgaleo,976.0,Solgaleo,791.0,Psychic,Steel,White,Quadruped,True,False,False,False,False,"['791_1', '791_2']"
985,Solosis,Psychic,Cell Pokémon,0.3 m (1′00″),1.0 kg (2.2 lbs),"1. Overcoat, 2. Magic Guard, Regenerator (hidden ability)",1 Sp. Atk,"200 (26.1% with PokéBall, full HP)",50 (normal),58,Medium Slow,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)",45,200,294,30,58,174,40,76,196,105,193,339,50,94,218,20,40,152,solosis,707.0,Solosis,577.0,Psychic,,Green,Ball,False,False,False,False,False,['577']
986,Solrock,"Rock, Psychic",Meteorite Pokémon,1.2 m (3′11″),154.0 kg (339.5 lbs),1. Levitate,2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),161,Fast,Mineral,Genderless,"25 (6,169–6,425 steps)",90,290,384,95,175,317,85,157,295,55,103,229,65,121,251,70,130,262,solrock,430.0,Solrock,338.0,Rock,Psychic,Red,Ball,False,False,False,False,False,['338']
987,Spearow,"Normal, Flying",Tiny Bird Pokémon,0.3 m (1′00″),2.0 kg (4.4 lbs),"1. Keen Eye, Sniper (hidden ability)",1 Speed,"255 (33.3% with PokéBall, full HP)",50 (normal),52,Medium Fast,Flying,"50% male, 50% female","15 (3,599–3,855 steps)",40,190,284,60,112,240,30,58,174,31,60,177,31,60,177,70,130,262,spearow,33.0,Spearow,21.0,Normal,Flying,Brown,Wings,False,False,False,False,False,['21']
988,Spectrier,Ghost,Swift Horse Pokémon,2.0 m (6′07″),44.5 kg (98.1 lbs),1. Grim Neigh,3 Sp. Atk,"3 (0.4% with PokéBall, full HP)",35 (lower than normal),290,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",100,310,404,65,121,251,60,112,240,145,265,427,80,148,284,130,238,394,spectrier,1114.0,Spectrier,897.0,Ghost,,Black,Quadruped,True,False,False,False,False,['897']
989,Spewpa,Bug,Scatterdust Pokémon,0.3 m (1′00″),8.4 kg (18.5 lbs),"1. Shed Skin, Friend Guard (hidden ability)",2 Defense,"120 (15.7% with PokéBall, full HP)",50 (normal),75,Medium Fast,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",45,200,294,22,44,157,60,112,240,27,53,168,30,58,174,29,56,172,spewpa,805.0,Spewpa,665.0,Bug,,Black,Blob,False,False,False,False,False,['665']
990,Spheal,"Ice, Water",Clap Pokémon,0.8 m (2′07″),39.5 kg (87.1 lbs),"1. Thick Fat, 2. Ice Body, Oblivious (hidden ability)",1 HP,"255 (33.3% with PokéBall, full HP)",50 (normal),58,Medium Slow,"Field, Water 1","50% male, 50% female","20 (4,884–5,140 steps)",70,250,344,40,76,196,50,94,218,55,103,229,50,94,218,25,49,163,spheal,461.0,Spheal,363.0,Ice,Water,Blue,Fish,False,False,False,False,False,['363']
991,Spidops,Bug,Trap Pokémon,1.0 m (3′03″),16.5 kg (36.4 lbs),"1. Insomnia, Stakeout (hidden ability)",2 Defense,"120 (15.7% with PokéBall, full HP)",50 (normal),141,Erratic,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",60,230,324,79,146,282,92,170,311,52,98,223,86,159,298,35,67,185,spidops,,,,,,,,,,,,,
992,Spinarak,"Bug, Poison",String Spit Pokémon,0.5 m (1′08″),8.5 kg (18.7 lbs),"1. Swarm, 2. Insomnia, Sniper (hidden ability)",1 Attack,"255 (33.3% with PokéBall, full HP)",50 (normal),50,Fast,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",40,190,284,60,112,240,40,76,196,40,76,196,40,76,196,30,58,174,spinarak,237.0,Spinarak,167.0,Bug,Poison,Green,Armor,False,False,False,False,False,['167']
993,Spinda,Normal,Spot Panda Pokémon,1.1 m (3′07″),5.0 kg (11.0 lbs),"1. Own Tempo, 2. Tangled Feet, Contrary (hidden ability)",1 Sp. Atk,"255 (33.3% with PokéBall, full HP)",50 (normal),126,Fast,"Field, Human-Like","50% male, 50% female","15 (3,599–3,855 steps)",60,230,324,60,112,240,60,112,240,60,112,240,60,112,240,60,112,240,spinda,418.0,Spinda,327.0,Normal,,Brown,Upright,False,False,False,False,False,['327']
994,Spiritomb,"Ghost, Dark",Forbidden Pokémon,1.0 m (3′03″),108.0 kg (238.1 lbs),"1. Pressure, Infiltrator (hidden ability)","1 Defense, 1 Sp. Def","100 (13.1% with PokéBall, full HP)",50 (normal),170,Medium Fast,Amorphous,"50% male, 50% female","30 (7,454–7,710 steps)",50,210,304,92,170,311,108,198,346,92,170,311,108,198,346,35,67,185,spiritomb,553.0,Spiritomb,442.0,Ghost,Dark,Purple,Blob,False,False,False,False,False,['442']
995,Spoink,Psychic,Bounce Pokémon,0.7 m (2′04″),30.6 kg (67.5 lbs),"1. Thick Fat, 2. Own Tempo, Gluttony (hidden ability)",1 Sp. Def,"255 (33.3% with PokéBall, full HP)",50 (normal),66,Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,25,49,163,35,67,185,70,130,262,80,148,284,60,112,240,spoink,416.0,Spoink,325.0,Psychic,,Black,Arms,False,False,False,False,False,['325']
996,Sprigatito,Grass,Grass Cat Pokémon,0.4 m (1′04″),4.1 kg (9.0 lbs),"1. Overgrow, Protean (hidden ability)",1 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),62,Medium Slow,"Field, Grass","87.5% male, 12.5% female","20 (4,884–5,140 steps)",40,190,284,61,114,243,54,101,227,45,85,207,45,85,207,65,121,251,sprigatito,,,,,,,,,,,,,
997,Spritzee,Fairy,Perfume Pokémon,0.2 m (0′08″),0.5 kg (1.1 lbs),"1. Healer, Aroma Veil (hidden ability)",1 HP,"200 (26.1% with PokéBall, full HP)",50 (normal),68,Medium Fast,Fairy,"50% male, 50% female","20 (4,884–5,140 steps)",78,266,360,52,98,223,60,112,240,63,117,247,65,121,251,23,45,159,spritzee,825.0,Spritzee,682.0,Fairy,,Pink,Arms,False,False,False,False,False,['682']
998,Squawkabilly Green Plumage,"Normal, Flying",Parrot Pokémon,0.6 m (2′00″),2.4 kg (5.3 lbs),"1. Intimidate, 2. Hustle, Guts (hidden ability)",1 Attack,"190 (24.8% with PokéBall, full HP)",50 (normal),146,Erratic,Flying,"50% male, 50% female","15 (3,599–3,855 steps)",82,274,368,96,177,320,51,96,221,45,85,207,51,96,221,92,170,311,squawkabilly green plumage,,,,,,,,,,,,,
999,Squawkabilly Blue Plumage,"Normal, Flying",Parrot Pokémon,0.6 m (2′00″),2.4 kg (5.3 lbs),"1. Intimidate, 2. Hustle, Guts (hidden ability)",1 Attack,"190 (24.8% with PokéBall, full HP)",50 (normal),146,Erratic,Flying,"50% male, 50% female","15 (3,599–3,855 steps)",82,274,368,96,177,320,51,96,221,45,85,207,51,96,221,92,170,311,squawkabilly blue plumage,,,,,,,,,,,,,
1000,Squawkabilly Yellow Plumage,"Normal, Flying",Parrot Pokémon,0.6 m (2′00″),2.4 kg (5.3 lbs),"1. Intimidate, 2. Hustle, Sheer Force (hidden ability)",1 Attack,"190 (24.8% with PokéBall, full HP)",50 (normal),146,Erratic,Flying,"50% male, 50% female","15 (3,599–3,855 steps)",82,274,368,96,177,320,51,96,221,45,85,207,51,96,221,92,170,311,squawkabilly yellow plumage,,,,,,,,,,,,,
1001,Squawkabilly White Plumage,"Normal, Flying",Parrot Pokémon,0.6 m (2′00″),2.4 kg (5.3 lbs),"1. Intimidate, 2. Hustle, Sheer Force (hidden ability)",1 Attack,"190 (24.8% with PokéBall, full HP)",50 (normal),146,Erratic,Flying,"50% male, 50% female","15 (3,599–3,855 steps)",82,274,368,96,177,320,51,96,221,45,85,207,51,96,221,92,170,311,squawkabilly white plumage,,,,,,,,,,,,,
1002,Squirtle,Water,Tiny Turtle Pokémon,0.5 m (1′08″),9.0 kg (19.8 lbs),"1. Torrent, Rain Dish (hidden ability)",1 Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),63,Medium Slow,"Monster, Water 1","87.5% male, 12.5% female","20 (4,884–5,140 steps)",44,198,292,48,90,214,65,121,251,50,94,218,64,119,249,43,81,203,squirtle,11.0,Squirtle,7.0,Water,,Blue,Upright,False,False,False,False,False,['7']
1003,Stakataka,"Rock, Steel",Rampart Pokémon,5.5 m (18′01″),820.0 kg (1807.8 lbs),1. Beast Boost,3 Defense,"30 (3.9% with PokéBall, full HP)",0 (lower than normal),257,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",61,232,326,131,240,397,211,384,573,53,99,225,101,186,331,13,27,137,stakataka,994.0,Stakataka,805.0,Rock,Steel,Gray,Quadruped,False,False,False,False,False,['805']
1004,Stantler,Normal,Big Horn Pokémon,1.4 m (4′07″),71.2 kg (157.0 lbs),"1. Intimidate, 2. Frisk, Sap Sipper (hidden ability)",1 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),163,Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)",73,256,350,95,175,317,62,116,245,85,157,295,65,121,251,85,157,295,stantler,311.0,Stantler,234.0,Normal,,Brown,Quadruped,False,False,False,False,False,['234']
1005,Staraptor,"Normal, Flying",Predator Pokémon,1.2 m (3′11″),24.9 kg (54.9 lbs),"1. Intimidate, Reckless (hidden ability)",3 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),243,Medium Slow,Flying,"50% male, 50% female","15 (3,599–3,855 steps)",85,280,374,120,220,372,70,130,262,50,94,218,60,112,240,100,184,328,staraptor,506.0,Staraptor,398.0,Normal,Flying,Brown,Wings,False,False,False,False,False,['398']
1006,Staravia,"Normal, Flying",Starling Pokémon,0.6 m (2′00″),15.5 kg (34.2 lbs),"1. Intimidate, Reckless (hidden ability)",2 Speed,"120 (15.7% with PokéBall, full HP)",50 (normal),119,Medium Slow,Flying,"50% male, 50% female","15 (3,599–3,855 steps)",55,220,314,75,139,273,50,94,218,40,76,196,40,76,196,80,148,284,staravia,505.0,Staravia,397.0,Normal,Flying,Brown,Wings,False,False,False,False,False,['397']
1007,Starly,"Normal, Flying",Starling Pokémon,0.3 m (1′00″),2.0 kg (4.4 lbs),"1. Keen Eye, Reckless (hidden ability)",1 Speed,"255 (33.3% with PokéBall, full HP)",50 (normal),49,Medium Slow,Flying,"50% male, 50% female","15 (3,599–3,855 steps)",40,190,284,55,103,229,30,58,174,30,58,174,30,58,174,60,112,240,starly,504.0,Starly,396.0,Normal,Flying,Brown,Wings,False,False,False,False,False,['396']
1008,Starmie,"Water, Psychic",Mysterious Pokémon,1.1 m (3′07″),80.0 kg (176.4 lbs),"1. Illuminate, 2. Natural Cure, Analytic (hidden ability)",2 Speed,"60 (7.8% with PokéBall, full HP)",50 (normal),182,Slow,Water 3,Genderless,"20 (4,884–5,140 steps)",60,230,324,75,139,273,85,157,295,100,184,328,85,157,295,115,211,361,starmie,179.0,Starmie,121.0,Water,Psychic,Purple,Blob,False,False,False,False,False,['121']
1009,Staryu,Water,Star Shape Pokémon,0.8 m (2′07″),34.5 kg (76.1 lbs),"1. Illuminate, 2. Natural Cure, Analytic (hidden ability)",1 Speed,"225 (29.4% with PokéBall, full HP)",50 (normal),68,Slow,Water 3,Genderless,"20 (4,884–5,140 steps)",30,170,264,45,85,207,55,103,229,70,130,262,55,103,229,85,157,295,staryu,178.0,Staryu,120.0,Water,,Brown,Blob,False,False,False,False,False,['120']
1010,Steelix,"Steel, Ground",Iron Snake Pokémon,9.2 m (30′02″),400.0 kg (881.8 lbs),"1. Rock Head, 2. Sturdy, Sheer Force (hidden ability)",2 Defense,"25 (3.3% with PokéBall, full HP)",50 (normal),179,Medium Fast,Mineral,"50% male, 50% female","25 (6,169–6,425 steps)",75,260,354,85,157,295,200,364,548,55,103,229,65,121,251,30,58,174,steelix,280.0,Steelix,208.0,Steel,Ground,Gray,Squiggle,False,False,False,False,False,['208']
1011,Mega Steelix,"Steel, Ground",Iron Snake Pokémon,10.5 m (34′05″),740.0 kg (1631.4 lbs),1. Sand Force,2 Defense,"25 (3.3% with PokéBall, full HP)",50 (normal),214,Medium Fast,Mineral,"50% male, 50% female","25 (6,169–6,425 steps)",75,260,354,125,229,383,230,418,614,55,103,229,95,175,317,30,58,174,mega steelix,,,,,,,,,,,,,
1012,Steenee,Grass,Fruit Pokémon,0.7 m (2′04″),8.2 kg (18.1 lbs),"1. Leaf Guard, 2. Oblivious, Sweet Veil (hidden ability)",2 Speed,"120 (15.7% with PokéBall, full HP)",50 (normal),102,Medium Slow,Grass,"0% male, 100% female","20 (4,884–5,140 steps)",52,214,308,40,76,196,48,90,214,40,76,196,48,90,214,62,116,245,steenee,929.0,Steenee,762.0,Grass,,Purple,Humanoid,False,False,False,False,False,['762']
1013,Stonjourner,Rock,Big Rock Pokémon,2.5 m (8′02″),520.0 kg (1146.4 lbs),1. Power Spot,2 Defense,"60 (7.8% with PokéBall, full HP)",50 (normal),165,Slow,Mineral,"50% male, 50% female","25 (6,169–6,425 steps)",100,310,404,125,229,383,135,247,405,20,40,152,20,40,152,70,130,262,stonjourner,1081.0,Stonjourner,874.0,Rock,,Gray,Legs,False,False,False,False,False,['874']
1014,Stoutland,Normal,Big-Hearted Pokémon,1.2 m (3′11″),61.0 kg (134.5 lbs),"1. Intimidate, 2. Sand Rush, Scrappy (hidden ability)",3 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),225,Medium Slow,Field,"50% male, 50% female","15 (3,599–3,855 steps)",85,280,374,110,202,350,90,166,306,45,85,207,90,166,306,80,148,284,stoutland,630.0,Stoutland,508.0,Normal,,Gray,Quadruped,False,False,False,False,False,['508']
1015,Stufful,"Normal, Fighting",Flailing Pokémon,0.5 m (1′08″),6.8 kg (15.0 lbs),"1. Fluffy, 2. Klutz, Cute Charm (hidden ability)",1 Attack,"140 (18.3% with PokéBall, full HP)",50 (normal),68,Medium Fast,Field,"50% male, 50% female","15 (3,599–3,855 steps)",70,250,344,75,139,273,50,94,218,45,85,207,50,94,218,50,94,218,stufful,926.0,Stufful,759.0,Normal,Fighting,Pink,Quadruped,False,False,False,False,False,['759']
1016,Stunfisk,"Ground, Electric",Trap Pokémon,0.7 m (2′04″),11.0 kg (24.3 lbs),"1. Static, 2. Limber, Sand Veil (hidden ability)",2 HP,"75 (9.8% with PokéBall, full HP)",70 (higher than normal),165,Medium Fast,"Amorphous, Water 1","50% male, 50% female","20 (4,884–5,140 steps)",109,328,422,66,123,254,84,155,293,81,150,287,99,182,326,32,62,179,stunfisk,748.0,Stunfisk,618.0,Ground,Electric,Brown,Fish,False,False,False,False,False,['618']
1017,Galarian Stunfisk,"Ground, Steel",Trap Pokémon,0.7 m (2′04″),20.5 kg (45.2 lbs),1. Mimicry,2 HP,"75 (9.8% with PokéBall, full HP)",50 (normal),165,Medium Fast,"Amorphous, Water 1","50% male, 50% female","20 (4,884–5,140 steps)",109,328,422,81,150,287,99,182,326,66,123,254,84,155,293,32,62,179,galarian stunfisk,,,,,,,,,,,,,
1018,Stunky,"Poison, Dark",Skunk Pokémon,0.4 m (1′04″),19.2 kg (42.3 lbs),"1. Stench, 2. Aftermath, Keen Eye (hidden ability)",1 Speed,"225 (29.4% with PokéBall, full HP)",50 (normal),66,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",63,236,330,63,117,247,47,89,212,41,78,199,41,78,199,74,137,271,stunky,545.0,Stunky,434.0,Poison,Dark,Purple,Quadruped,False,False,False,False,False,['434']
1019,Sudowoodo,Rock,Imitation Pokémon,1.2 m (3′11″),38.0 kg (83.8 lbs),"1. Sturdy, 2. Rock Head, Rattled (hidden ability)",2 Defense,"65 (8.5% with PokéBall, full HP)",50 (normal),144,Medium Fast,Mineral,"50% male, 50% female","20 (4,884–5,140 steps)",70,250,344,100,184,328,115,211,361,30,58,174,65,121,251,30,58,174,sudowoodo,256.0,Sudowoodo,185.0,Rock,,Brown,Humanoid,False,False,False,False,False,['185']
1020,Suicune,Water,Aurora Pokémon,2.0 m (6′07″),187.0 kg (412.3 lbs),"1. Pressure, Inner Focus (hidden ability)","1 Defense, 2 Sp. Def","3 (0.4% with PokéBall, full HP)",35 (lower than normal),261,Slow,Undiscovered,Genderless,"80 (20,304–20,560 steps)",100,310,404,75,139,273,115,211,361,90,166,306,115,211,361,85,157,295,suicune,322.0,Suicune,245.0,Water,,Blue,Quadruped,True,False,False,False,False,['245']
1021,Sunflora,Grass,Sun Pokémon,0.8 m (2′07″),8.5 kg (18.7 lbs),"1. Chlorophyll, 2. Solar Power, Early Bird (hidden ability)",2 Sp. Atk,"120 (15.7% with PokéBall, full HP)",50 (normal),149,Medium Slow,Grass,"50% male, 50% female","20 (4,884–5,140 steps)",75,260,354,75,139,273,55,103,229,105,193,339,85,157,295,30,58,174,sunflora,263.0,Sunflora,192.0,Grass,,Yellow,Humanoid,False,False,False,False,False,['192']
1022,Sunkern,Grass,Seed Pokémon,0.3 m (1′00″),1.8 kg (4.0 lbs),"1. Chlorophyll, 2. Solar Power, Early Bird (hidden ability)",1 Sp. Atk,"235 (30.7% with PokéBall, full HP)",50 (normal),36,Medium Slow,Grass,"50% male, 50% female","20 (4,884–5,140 steps)",30,170,264,30,58,174,30,58,174,30,58,174,30,58,174,30,58,174,sunkern,262.0,Sunkern,191.0,Grass,,Yellow,Ball,False,False,False,False,False,['191']
1023,Surskit,"Bug, Water",Pond Skater Pokémon,0.5 m (1′08″),1.7 kg (3.7 lbs),"1. Swift Swim, Rain Dish (hidden ability)",1 Speed,"200 (26.1% with PokéBall, full HP)",50 (normal),54,Medium Fast,"Bug, Water 1","50% male, 50% female","15 (3,599–3,855 steps)",40,190,284,30,58,174,32,62,179,50,94,218,52,98,223,65,121,251,surskit,367.0,Surskit,283.0,Bug,Water,Blue,Armor,False,False,False,False,False,['283']
1024,Swablu,"Normal, Flying",Cotton Bird Pokémon,0.4 m (1′04″),1.2 kg (2.6 lbs),"1. Natural Cure, Cloud Nine (hidden ability)",1 Sp. Def,"255 (33.3% with PokéBall, full HP)",50 (normal),62,Erratic,"Dragon, Flying","50% male, 50% female","20 (4,884–5,140 steps)",45,200,294,40,76,196,60,112,240,40,76,196,75,139,273,50,94,218,swablu,424.0,Swablu,333.0,Normal,Flying,Blue,Wings,False,False,False,False,False,['333']
1025,Swadloon,"Bug, Grass",Leaf-Wrapped Pokémon,0.5 m (1′08″),7.3 kg (16.1 lbs),"1. Leaf Guard, 2. Chlorophyll, Overcoat (hidden ability)",2 Defense,"120 (15.7% with PokéBall, full HP)",50 (normal),133,Medium Slow,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",55,220,314,63,117,247,90,166,306,50,94,218,80,148,284,42,80,201,swadloon,664.0,Swadloon,541.0,Bug,Grass,Green,Arms,False,False,False,False,False,['541']
1026,Swalot,Poison,Poison Bag Pokémon,1.7 m (5′07″),80.0 kg (176.4 lbs),"1. Liquid Ooze, 2. Sticky Hold, Gluttony (hidden ability)",2 HP,"75 (9.8% with PokéBall, full HP)",50 (normal),163,Fluctuating,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)",100,310,404,73,135,269,83,153,291,73,135,269,83,153,291,55,103,229,swalot,406.0,Swalot,317.0,Poison,,Purple,Arms,False,False,False,False,False,['317']
1027,Swampert,"Water, Ground",Mud Fish Pokémon,1.5 m (4′11″),81.9 kg (180.6 lbs),"1. Torrent, Damp (hidden ability)",3 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),241,Medium Slow,"Monster, Water 1","87.5% male, 12.5% female","20 (4,884–5,140 steps)",100,310,404,110,202,350,90,166,306,85,157,295,90,166,306,60,112,240,swampert,340.0,Swampert,260.0,Water,Ground,Blue,Upright,False,False,False,False,False,['260']
1028,Mega Swampert,"Water, Ground",Mud Fish Pokémon,1.9 m (6′03″),102.0 kg (224.9 lbs),1. Swift Swim,3 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),286,Medium Slow,"Monster, Water 1","87.5% male, 12.5% female","20 (4,884–5,140 steps)",100,310,404,150,274,438,110,202,350,95,175,317,110,202,350,70,130,262,mega swampert,,,,,,,,,,,,,
1029,Swanna,"Water, Flying",White Bird Pokémon,1.3 m (4′03″),24.2 kg (53.4 lbs),"1. Keen Eye, 2. Big Pecks, Hydration (hidden ability)",2 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),166,Medium Fast,"Flying, Water 1","50% male, 50% female","20 (4,884–5,140 steps)",75,260,354,87,161,300,63,117,247,87,161,300,63,117,247,98,180,324,swanna,711.0,Swanna,581.0,Water,Flying,White,Wings,False,False,False,False,False,['581']
1030,Swellow,"Normal, Flying",Swallow Pokémon,0.7 m (2′04″),19.8 kg (43.7 lbs),"1. Guts, Scrappy (hidden ability)",2 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),159,Medium Slow,Flying,"50% male, 50% female","15 (3,599–3,855 steps)",60,230,324,85,157,295,60,112,240,75,139,273,50,94,218,125,229,383,swellow,360.0,Swellow,277.0,Normal,Flying,Blue,Wings,False,False,False,False,False,['277']
