,Height,Weight,Catch Rate,Base Friendship,Base Exp,Growth Rate,Egg Groups,Gender,Egg Cycles,HP Base,HP Min,HP Max,Attack Base,Attack Min,Attack Max,Defense Base,Defense Min,Defense Max,Special Attack Base,Special Attack Min,Special Attack Max,Special Defense Base,Special Defense Min,Special Defense Max,Speed Base,Speed Min,Speed Max,_name,name,type1,type2,primary_color,shape,legendary,mega_evolution,alolan_form,galarian_form,gigantamax,_name_clean
888,0.7 m (2′04″),15.2 kg (33.5 lbs),"180 (23.5% with PokéBall, full HP)",50 (normal),58,Medium Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,72,134,267,35,67,185,35,67,185,35,67,185,65,121,251,sandile,Sandile,Ground,Dark,Brown,Quadruped,False,False,False,False,False,sandile
889,0.6 m (2′00″),12.0 kg (26.5 lbs),"255 (33.3% with PokéBall, full HP)",50 (normal),60,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,75,139,273,85,157,295,20,40,152,30,58,174,40,76,196,sandshrew,Sandshrew,Ground,,Yellow,Upright,False,False,False,False,False,sandshrew
890,0.7 m (2′04″),40.0 kg (88.2 lbs),"255 (33.3% with PokéBall, full HP)",50 (normal),60,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,75,139,273,90,166,306,10,22,130,35,67,185,40,76,196,alolan sandshrew,Sandshrew,Ground,,Yellow,Upright,,,,,,sandshrew
891,1.0 m (3′03″),29.5 kg (65.0 lbs),"90 (11.8% with PokéBall, full HP)",50 (normal),158,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",75,260,354,100,184,328,110,202,350,45,85,207,55,103,229,65,121,251,sandslash,Sandslash,Ground,,Yellow,Upright,False,False,False,False,False,sandslash
892,1.2 m (3′11″),55.0 kg (121.3 lbs),"90 (11.8% with PokéBall, full HP)",50 (normal),158,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",75,260,354,100,184,328,120,220,372,25,49,163,65,121,251,65,121,251,alolan sandslash,Sandslash,Ground,,Yellow,Upright,,,,,,sandslash
893,2.3 m (7′07″),60.0 kg (132.3 lbs),"30 (3.9% with PokéBall, full HP)",0 (lower than normal),285,Slow,Undiscovered,Genderless,"50 (12,594–12,850 steps)",85,280,374,81,150,287,97,179,322,121,222,375,85,157,295,101,186,331,sandy shocks,Cranidos,Rock,,Blue,Upright,,,,,,sandy shocks
894,0.5 m (1′08″),70.0 kg (154.3 lbs),"140 (18.3% with PokéBall, full HP)",50 (normal),64,Medium Fast,Amorphous,"50% male, 50% female","15 (3,599–3,855 steps)",55,220,314,55,103,229,80,148,284,70,130,262,45,85,207,15,31,141,sandygast,Sandygast,Ghost,Ground,Brown,Squiggle,False,False,False,False,False,sandygast
895,1.4 m (4′07″),51.0 kg (112.4 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),163,Medium Fast,Human-Like,"100% male, 0% female","20 (4,884–5,140 steps)",75,260,354,125,229,383,75,139,273,30,58,174,75,139,273,85,157,295,sawk,Sawk,Fighting,,Blue,Humanoid,False,False,False,False,False,sawk
896,1.9 m (6′03″),92.5 kg (203.9 lbs),"75 (9.8% with PokéBall, full HP)",50 (normal),166,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",80,270,364,100,184,328,70,130,262,60,112,240,70,130,262,95,175,317,sawsbuck,Sawsbuck,Normal,Grass,Brown,Quadruped,False,False,False,False,False,sawsbuck
897,0.3 m (1′00″),2.5 kg (5.5 lbs),"255 (33.3% with PokéBall, full HP)",50 (normal),40,Medium Fast,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",38,186,280,35,67,185,40,76,196,27,53,168,25,49,163,35,67,185,scatterbug,Scatterbug,Bug,,Black,Armor,False,False,False,False,False,scatterbug
898,1.7 m (5′07″),52.2 kg (115.1 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),239,Medium Slow,"Dragon, Monster","87.5% male, 12.5% female","20 (4,884–5,140 steps)",70,250,344,85,157,295,65,121,251,105,193,339,85,157,295,120,220,372,sceptile,Sceptile,Grass,,Green,Upright,False,False,False,False,False,sceptile
899,1.9 m (6′03″),55.2 kg (121.7 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),284,Medium Slow,"Dragon, Monster","87.5% male, 12.5% female","20 (4,884–5,140 steps)",70,250,344,110,202,350,75,139,273,145,265,427,85,157,295,145,265,427,mega sceptile,Sceptile,Grass,,Green,Upright,,,,,,sceptile
900,1.8 m (5′11″),118.0 kg (260.1 lbs),"25 (3.3% with PokéBall, full HP)",50 (normal),175,Medium Fast,Bug,"50% male, 50% female","25 (6,169–6,425 steps)",70,250,344,130,238,394,100,184,328,55,103,229,80,148,284,65,121,251,scizor,Scizor,Bug,Steel,Red,Bug-Wings,False,False,False,False,False,scizor
901,2.0 m (6′07″),125.0 kg (275.6 lbs),"25 (3.3% with PokéBall, full HP)",50 (normal),210,Medium Fast,Bug,"50% male, 50% female","25 (6,169–6,425 steps)",70,250,344,150,274,438,140,256,416,65,121,251,100,184,328,75,139,273,mega scizor,Scizor,Bug,,Red,Bug-Wings,,,,,,scizor
902,2.5 m (8′02″),200.5 kg (442.0 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),218,Medium Slow,Bug,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,100,184,328,89,164,304,55,103,229,69,128,260,112,206,355,scolipede,Scolipede,Bug,Poison,Red,Armor,False,False,False,False,False,scolipede
903,0.3 m (1′00″),4.5 kg (9.9 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),62,Medium Slow,"Field, Human-Like","87.5% male, 12.5% female","20 (4,884–5,140 steps)",50,210,304,71,132,265,40,76,196,40,76,196,40,76,196,69,128,260,scorbunny,Scorbunny,Fire,,White,Upright,False,False,False,False,False,scorbunny
904,0.9 m (2′11″),15.0 kg (33.1 lbs),"75 (9.8% with PokéBall, full HP)",50 (normal),170,Medium Fast,Grass,"50% male, 50% female","20 (4,884–5,140 steps)",65,240,334,108,198,346,65,121,251,108,198,346,65,121,251,75,139,273,scovillain,Quilladin,Grass,,Green,Upright,,,,,,scovillain
905,1.1 m (3′07″),30.0 kg (66.1 lbs),"90 (11.8% with PokéBall, full HP)",50 (normal),171,Medium Fast,"Dragon, Field","50% male, 50% female","15 (3,599–3,855 steps)",65,240,334,90,166,306,115,211,361,45,85,207,115,211,361,58,108,236,scrafty,Scrafty,Dark,Fighting,Red,Upright,False,False,False,False,False,scrafty
906,0.6 m (2′00″),11.8 kg (26.0 lbs),"180 (23.5% with PokéBall, full HP)",35 (lower than normal),70,Medium Fast,"Dragon, Field","50% male, 50% female","15 (3,599–3,855 steps)",50,210,304,75,139,273,70,130,262,35,67,185,70,130,262,48,90,214,scraggy,Scraggy,Dark,Fighting,Yellow,Upright,False,False,False,False,False,scraggy
907,1.2 m (3′11″),8.0 kg (17.6 lbs),"50 (6.5% with PokéBall, full HP)",0 (lower than normal),285,Slow,Undiscovered,Genderless,"50 (12,594–12,850 steps)",115,340,434,65,121,251,99,182,326,65,121,251,115,211,361,111,204,353,scream tail,Alcremie,Fairy,,White,Blob,,,,,,scream tail
908,1.5 m (4′11″),56.0 kg (123.5 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),100,Medium Fast,Bug,"50% male, 50% female","25 (6,169–6,425 steps)",70,250,344,110,202,350,80,148,284,55,103,229,80,148,284,105,193,339,scyther,Scyther,Bug,Flying,Green,Bug-Wings,False,False,False,False,False,scyther
909,1.2 m (3′11″),25.0 kg (55.1 lbs),"75 (9.8% with PokéBall, full HP)",50 (normal),154,Medium Fast,"Dragon, Water 1","50% male, 50% female","20 (4,884–5,140 steps)",55,220,314,65,121,251,95,175,317,95,175,317,45,85,207,85,157,295,seadra,Seadra,Water,,Blue,Blob,False,False,False,False,False,seadra
910,1.3 m (4′03″),39.0 kg (86.0 lbs),"60 (7.8% with PokéBall, full HP)",50 (normal),158,Medium Fast,Water 2,"50% male, 50% female","20 (4,884–5,140 steps)",80,270,364,92,170,311,65,121,251,65,121,251,80,148,284,68,126,258,seaking,Seaking,Water,,Red,Fish,False,False,False,False,False,seaking
911,1.1 m (3′07″),87.6 kg (193.1 lbs),"120 (15.7% with PokéBall, full HP)",50 (normal),144,Medium Slow,"Field, Water 1","50% male, 50% female","20 (4,884–5,140 steps)",90,290,384,60,112,240,70,130,262,75,139,273,70,130,262,45,85,207,sealeo,Sealeo,Ice,Water,Blue,Fish,False,False,False,False,False,sealeo
912,0.5 m (1′08″),4.0 kg (8.8 lbs),"255 (33.3% with PokéBall, full HP)",50 (normal),44,Medium Slow,"Field, Grass","50% male, 50% female","15 (3,599–3,855 steps)",40,190,284,40,76,196,50,94,218,30,58,174,30,58,174,30,58,174,seedot,Seedot,Grass,,Brown,Legs,False,False,False,False,False,seedot
913,1.1 m (3′07″),90.0 kg (198.4 lbs),"190 (24.8% with PokéBall, full HP)",50 (normal),65,Medium Fast,"Field, Water 1","50% male, 50% female","20 (4,884–5,140 steps)",65,240,334,45,85,207,55,103,229,45,85,207,70,130,262,45,85,207,seel,Seel,Water,,White,Fish,False,False,False,False,False,seel
914,1.5 m (4′11″),62.0 kg (136.7 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),229,Medium Slow,Water 1,"50% male, 50% female","20 (4,884–5,140 steps)",105,320,414,95,175,317,75,139,273,85,157,295,75,139,273,74,137,271,seismitoad,Seismitoad,Water,Ground,Blue,Humanoid,False,False,False,False,False,seismitoad
915,0.8 m (2′07″),6.0 kg (13.2 lbs),"255 (33.3% with PokéBall, full HP)",50 (normal),43,Medium Fast,Field,"50% male, 50% female","15 (3,599–3,855 steps)",35,180,274,46,87,210,34,65,183,35,67,185,45,85,207,20,40,152,sentret,Sentret,Normal,,Brown,Quadruped,False,False,False,False,False,sentret
916,3.3 m (10′10″),63.0 kg (138.9 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),238,Medium Slow,"Field, Grass","87.5% male, 12.5% female","20 (4,884–5,140 steps)",75,260,354,75,139,273,95,175,317,75,139,273,95,175,317,113,207,357,serperior,Serperior,Grass,,Green,Squiggle,False,False,False,False,False,serperior
917,0.8 m (2′07″),16.0 kg (35.3 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),145,Medium Slow,"Field, Grass","87.5% male, 12.5% female","20 (4,884–5,140 steps)",60,230,324,60,112,240,75,139,273,60,112,240,75,139,273,83,153,291,servine,Servine,Grass,,Green,Upright,False,False,False,False,False,servine
918,2.7 m (8′10″),52.5 kg (115.7 lbs),"90 (11.8% with PokéBall, full HP)",50 (normal),160,Fluctuating,"Dragon, Field","50% male, 50% female","20 (4,884–5,140 steps)",73,256,350,100,184,328,60,112,240,100,184,328,60,112,240,65,121,251,seviper,Seviper,Poison,,Black,Squiggle,False,False,False,False,False,seviper
919,0.3 m (1′00″),2.5 kg (5.5 lbs),"255 (33.3% with PokéBall, full HP)",50 (normal),62,Medium Slow,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",45,200,294,53,99,225,70,130,262,40,76,196,60,112,240,42,80,201,sewaddle,Sewaddle,Bug,Grass,Yellow,Armor,False,False,False,False,False,sewaddle
920,1.8 m (5′11″),88.8 kg (195.8 lbs),"60 (7.8% with PokéBall, full HP)",35 (lower than normal),161,Slow,Water 2,"50% male, 50% female","20 (4,884–5,140 steps)",70,250,344,120,220,372,40,76,196,95,175,317,40,76,196,95,175,317,sharpedo,Sharpedo,Water,Dark,Blue,Fish,False,False,False,False,False,sharpedo
921,2.5 m (8′02″),130.3 kg (287.3 lbs),"60 (7.8% with PokéBall, full HP)",35 (lower than normal),196,Slow,Water 2,"50% male, 50% female","20 (4,884–5,140 steps)",70,250,344,140,256,416,70,130,262,110,202,350,65,121,251,105,193,339,mega sharpedo,Sharpedo,Water,,Blue,Fish,,,,,,sharpedo
922,0.2 m (0′08″),2.1 kg (4.6 lbs),"45 (5.9% with PokéBall, full HP)",100 (higher than normal),270,Medium Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",100,310,404,100,184,328,100,184,328,100,184,328,100,184,328,100,184,328,shaymin land,Shaymin Land,Grass,,Green,Quadruped,True,False,False,False,False,shaymin land
923,0.4 m (1′04″),5.2 kg (11.5 lbs),"45 (5.9% with PokéBall, full HP)",100 (higher than normal),270,Medium Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",100,310,404,103,189,335,75,139,273,120,220,372,75,139,273,127,233,388,shaymin sky,Shaymin Sky,Grass,Flying,Green,Quadruped,True,False,False,False,False,shaymin sky
924,0.8 m (2′07″),1.2 kg (2.6 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),83,Erratic,Mineral,Genderless,"15 (3,599–3,855 steps)",1,1,1,90,166,306,45,85,207,30,58,174,30,58,174,40,76,196,shedinja,Shedinja,Bug,Ghost,Brown,Blob,False,False,False,False,False,shedinja
925,1.1 m (3′07″),110.5 kg (243.6 lbs),"45 (5.9% with PokéBall, full HP)",35 (lower than normal),147,Slow,Dragon,"50% male, 50% female","40 (10,024–10,280 steps)",65,240,334,95,175,317,100,184,328,60,112,240,50,94,218,50,94,218,shelgon,Shelgon,Dragon,,White,Quadruped,False,False,False,False,False,shelgon
926,0.3 m (1′00″),4.0 kg (8.8 lbs),"190 (24.8% with PokéBall, full HP)",50 (normal),61,Slow,Water 3,"50% male, 50% female","20 (4,884–5,140 steps)",30,170,264,65,121,251,100,184,328,45,85,207,25,49,163,40,76,196,shellder,Shellder,Water,,Purple,Ball,False,False,False,False,False,shellder
927,0.3 m (1′00″),6.3 kg (13.9 lbs),"190 (24.8% with PokéBall, full HP)",50 (normal),65,Medium Fast,"Amorphous, Water 1","50% male, 50% female","20 (4,884–5,140 steps)",76,262,356,48,90,214,48,90,214,57,107,234,62,116,245,34,65,183,shellos,Shellos,Water,,Purple,Squiggle,False,False,False,False,False,shellos
928,0.4 m (1′04″),7.7 kg (17.0 lbs),"200 (26.1% with PokéBall, full HP)",50 (normal),61,Medium Fast,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",50,210,304,40,76,196,85,157,295,40,76,196,65,121,251,25,49,163,shelmet,Shelmet,Bug,,Red,Ball,False,False,False,False,False,shelmet
929,0.5 m (1′08″),57.0 kg (125.7 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),70,Erratic,Monster,"87.5% male, 12.5% female","30 (7,454–7,710 steps)",30,170,264,42,80,201,118,216,368,42,80,201,88,162,302,30,58,174,shieldon,Shieldon,Rock,Steel,Gray,Quadruped,False,False,False,False,False,shieldon
930,1.3 m (4′03″),59.6 kg (131.4 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),216,Medium Slow,"Field, Grass","50% male, 50% female","15 (3,599–3,855 steps)",90,290,384,100,184,328,60,112,240,90,166,306,60,112,240,80,148,284,shiftry,Shiftry,Grass,Dark,Brown,Humanoid,False,False,False,False,False,shiftry
931,1.0 m (3′03″),11.5 kg (25.4 lbs),"75 (9.8% with PokéBall, full HP)",50 (normal),142,Medium Fast,Grass,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,45,85,207,80,148,284,90,166,306,100,184,328,30,58,174,shiinotic,Shiinotic,Grass,Fairy,Purple,Humanoid,False,False,False,False,False,shiinotic
932,0.5 m (1′08″),9.5 kg (20.9 lbs),"235 (30.7% with PokéBall, full HP)",50 (normal),53,Medium Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)",45,200,294,65,121,251,34,65,183,40,76,196,34,65,183,45,85,207,shinx,Shinx,Electric,,Blue,Quadruped,False,False,False,False,False,shinx
933,0.2 m (0′08″),0.7 kg (1.5 lbs),"190 (24.8% with PokéBall, full HP)",50 (normal),58,Medium Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)",40,190,284,65,121,251,35,67,185,40,76,196,35,67,185,75,139,273,shroodle,Krookodile,Ground,,Red,Upright,,,,,,shroodle
934,0.4 m (1′04″),4.5 kg (9.9 lbs),"255 (33.3% with PokéBall, full HP)",50 (normal),59,Fluctuating,"Fairy, Grass","50% male, 50% female","15 (3,599–3,855 steps)",60,230,324,40,76,196,60,112,240,40,76,196,60,112,240,35,67,185,shroomish,Shroomish,Grass,,Brown,Legs,False,False,False,False,False,shroomish
935,0.6 m (2′00″),20.5 kg (45.2 lbs),"190 (24.8% with PokéBall, full HP)",50 (normal),177,Medium Slow,Bug,"50% male, 50% female","20 (4,884–5,140 steps)",20,150,244,10,22,130,230,418,614,10,22,130,230,418,614,5,13,119,shuckle,Shuckle,Bug,Rock,Yellow,Armor,False,False,False,False,False,shuckle
936,0.6 m (2′00″),2.3 kg (5.1 lbs),"225 (29.4% with PokéBall, full HP)",35 (lower than normal),59,Fast,Amorphous,"50% male, 50% female","25 (6,169–6,425 steps)",44,198,292,75,139,273,35,67,185,63,117,247,33,63,181,45,85,207,shuppet,Shuppet,Ghost,,Black,Ball,False,False,False,False,False,shuppet
937,1.4 m (4′07″),14.0 kg (30.9 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),172,Medium Fast,Flying,"50% male, 50% female","20 (4,884–5,140 steps)",72,254,348,58,108,236,80,148,284,103,189,335,80,148,284,97,179,322,sigilyph,Sigilyph,Psychic,Flying,Black,Wings,False,False,False,False,False,sigilyph
938,0.6 m (2′00″),10.0 kg (22.0 lbs),"120 (15.7% with PokéBall, full HP)",50 (normal),72,Medium Fast,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",50,210,304,35,67,185,55,103,229,25,49,163,25,49,163,15,31,141,silcoon,Silcoon,Bug,,White,Ball,False,False,False,False,False,silcoon
939,2.2 m (7′03″),7.6 kg (16.8 lbs),"255 (33.3% with PokéBall, full HP)",50 (normal),63,Medium Fast,"Dragon, Field","50% male, 50% female","20 (4,884–5,140 steps)",52,214,308,57,107,234,75,139,273,35,67,185,50,94,218,46,87,210,silicobra,Silicobra,Ground,,Green,Squiggle,False,False,False,False,False,silicobra
940,2.3 m (7′07″),100.5 kg (221.6 lbs),"3 (0.4% with PokéBall, full HP)",0 (lower than normal),257,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",95,300,394,95,175,317,95,175,317,95,175,317,95,175,317,95,175,317,silvally,Silvally,Normal,,Gray,Quadruped,False,False,False,False,False,silvally
941,1.0 m (3′03″),29.0 kg (63.9 lbs),"75 (9.8% with PokéBall, full HP)",50 (normal),174,Medium Fast,Field,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",75,260,354,98,180,324,63,117,247,98,180,324,63,117,247,101,186,331,simipour,Simipour,Water,,Blue,Upright,False,False,False,False,False,simipour
942,1.1 m (3′07″),30.5 kg (67.2 lbs),"75 (9.8% with PokéBall, full HP)",50 (normal),174,Medium Fast,Field,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",75,260,354,98,180,324,63,117,247,98,180,324,63,117,247,101,186,331,simisage,Simisage,Grass,,Green,Upright,False,False,False,False,False,simisage
943,1.0 m (3′03″),28.0 kg (61.7 lbs),"75 (9.8% with PokéBall, full HP)",50 (normal),174,Medium Fast,Field,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",75,260,354,98,180,324,63,117,247,98,180,324,63,117,247,101,186,331,simisear,Simisear,Fire,,Red,Upright,False,False,False,False,False,simisear
944,0.2 m (0′08″),2.2 kg (4.9 lbs),"60 (7.8% with PokéBall, full HP)",—,—,Medium Fast,"Amorphous, Mineral",Genderless,—,71,252,346,60,112,240,106,195,342,121,222,375,80,148,284,70,130,262,sinistcha,Sinistea,Ghost,,Purple,Ball,,,,,,sinistcha
945,0.1 m (0′04″),0.2 kg (0.4 lbs),"120 (15.7% with PokéBall, full HP)",50 (normal),62,Medium Fast,"Amorphous, Mineral",Genderless,"20 (4,884–5,140 steps)",40,190,284,45,85,207,45,85,207,74,137,271,54,101,227,50,94,218,sinistea,Sinistea,Ghost,,Purple,Ball,False,False,False,False,False,sinistea
946,0.8 m (2′07″),117.0 kg (257.9 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),177,Medium Fast,"Field, Flying","50% male, 50% female","20 (4,884–5,140 steps)",62,234,328,135,247,405,95,175,317,68,126,258,82,152,289,65,121,251,sirfetch'd,Jirachi,Steel,,Yellow,Humanoid,,,,,,sirfetch d
947,0.7 m (2′04″),1.0 kg (2.2 lbs),"190 (24.8% with PokéBall, full HP)",50 (normal),61,Medium Fast,Bug,"50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,65,121,251,45,85,207,50,94,218,50,94,218,45,85,207,sizzlipede,Sizzlipede,Fire,Bug,Red,Tentacles,False,False,False,False,False,sizzlipede
948,1.7 m (5′07″),50.5 kg (111.3 lbs),"25 (3.3% with PokéBall, full HP)",50 (normal),163,Slow,Flying,"50% male, 50% female","25 (6,169–6,425 steps)",65,240,334,80,148,284,140,256,416,40,76,196,70,130,262,70,130,262,skarmory,Skarmory,Steel,Flying,Gray,Wings,False,False,False,False,False,skarmory
949,1.6 m (5′03″),326.5 kg (719.8 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),265,Medium Slow,Field,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",104,318,412,75,139,273,100,184,328,110,202,350,75,139,273,66,123,254,skeledirge,Celebi,Psychic,,Green,Humanoid,,,,,,skeledirge
950,0.9 m (2′11″),31.0 kg (68.3 lbs),"200 (26.1% with PokéBall, full HP)",50 (normal),70,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",66,242,336,65,121,251,48,90,214,62,116,245,57,107,234,52,98,223,skiddo,Skiddo,Grass,,Brown,Quadruped,False,False,False,False,False,skiddo
951,0.6 m (2′00″),1.0 kg (2.2 lbs),"120 (15.7% with PokéBall, full HP)",50 (normal),119,Medium Slow,"Fairy, Grass","50% male, 50% female","20 (4,884–5,140 steps)",55,220,314,45,85,207,50,94,218,45,85,207,65,121,251,80,148,284,skiploom,Skiploom,Grass,Flying,Green,Upright,False,False,False,False,False,skiploom
952,0.6 m (2′00″),11.0 kg (24.3 lbs),"255 (33.3% with PokéBall, full HP)",50 (normal),52,Fast,"Fairy, Field","25% male, 75% female","15 (3,599–3,855 steps)",50,210,304,45,85,207,45,85,207,35,67,185,35,67,185,50,94,218,skitty,Skitty,Normal,,Pink,Quadruped,False,False,False,False,False,skitty
953,0.8 m (2′07″),12.0 kg (26.5 lbs),"120 (15.7% with PokéBall, full HP)",50 (normal),66,Slow,"Bug, Water 3","50% male, 50% female","20 (4,884–5,140 steps)",40,190,284,50,94,218,90,166,306,30,58,174,55,103,229,65,121,251,skorupi,Skorupi,Poison,Bug,Purple,Armor,False,False,False,False,False,skorupi
954,0.5 m (1′08″),7.3 kg (16.1 lbs),"225 (29.4% with PokéBall, full HP)",50 (normal),64,Medium Fast,"Dragon, Water 1","50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,60,112,240,60,112,240,60,112,240,60,112,240,30,58,174,skrelp,Skrelp,Poison,Water,Brown,Blob,False,False,False,False,False,skrelp
955,1.0 m (3′03″),38.0 kg (83.8 lbs),"60 (7.8% with PokéBall, full HP)",50 (normal),168,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",103,316,410,93,171,313,67,125,256,71,132,265,61,114,243,84,155,293,skuntank,Skuntank,Poison,Dark,Purple,Quadruped,False,False,False,False,False,skuntank
956,0.3 m (1′00″),2.5 kg (5.5 lbs),"255 (33.3% with PokéBall, full HP)",50 (normal),55,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",70,250,344,55,103,229,55,103,229,35,67,185,35,67,185,25,49,163,skwovet,Skwovet,Normal,,Brown,Upright,False,False,False,False,False,skwovet
957,2.0 m (6′07″),130.5 kg (287.7 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),285,Slow,Field,"50% male, 50% female","15 (3,599–3,855 steps)",150,410,504,160,292,460,100,184,328,95,175,317,65,121,251,100,184,328,slaking,Slaking,Normal,,Brown,Humanoid,False,False,False,False,False,slaking
958,0.8 m (2′07″),24.0 kg (52.9 lbs),"255 (33.3% with PokéBall, full HP)",50 (normal),56,Slow,Field,"50% male, 50% female","15 (3,599–3,855 steps)",60,230,324,60,112,240,60,112,240,35,67,185,35,67,185,30,58,174,slakoth,Slakoth,Normal,,Brown,Quadruped,False,False,False,False,False,slakoth
959,0.8 m (2′07″),17.5 kg (38.6 lbs),"45 (5.9% with PokéBall, full HP)",35 (lower than normal),158,Slow,Dragon,"50% male, 50% female","40 (10,024–10,280 steps)",68,246,340,75,139,273,53,99,225,83,153,291,113,207,357,60,112,240,sliggoo,Sliggoo,Dragon,,Purple,Squiggle,False,False,False,False,False,sliggoo
960,0.7 m (2′04″),68.5 kg (151.0 lbs),"45 (5.9% with PokéBall, full HP)",35 (lower than normal),158,Slow,Dragon,"50% male, 50% female","40 (10,024–10,280 steps)",58,226,320,75,139,273,83,153,291,83,153,291,113,207,357,40,76,196,hisuian sliggoo,Sliggoo,Dragon,,Purple,Squiggle,,,,,,sliggoo
961,3.2 m (10′06″),92.0 kg (202.8 lbs),"30 (3.9% with PokéBall, full HP)",0 (lower than normal),285,Slow,Undiscovered,Genderless,"50 (12,594–12,850 steps)",85,280,374,135,247,405,79,146,282,85,157,295,105,193,339,81,150,287,slither wing,Fletchling,Normal,,Red,Wings,,,,,,slither wing
962,1.6 m (5′03″),78.5 kg (173.1 lbs),"75 (9.8% with PokéBall, full HP)",50 (normal),172,Medium Fast,"Monster, Water 1","50% male, 50% female","20 (4,884–5,140 steps)",95,300,394,75,139,273,110,202,350,100,184,328,80,148,284,30,58,174,slowbro,Slowbro,Water,Psychic,Pink,Upright,False,False,False,False,False,slowbro
963,2.0 m (6′07″),120.0 kg (264.6 lbs),"75 (9.8% with PokéBall, full HP)",50 (normal),207,Medium Fast,"Monster, Water 1","50% male, 50% female","20 (4,884–5,140 steps)",95,300,394,75,139,273,180,328,504,130,238,394,80,148,284,30,58,174,mega slowbro,Slowbro,Water,,Pink,Upright,,,,,,slowbro
964,1.6 m (5′03″),70.5 kg (155.4 lbs),"75 (9.8% with PokéBall, full HP)",50 (normal),172,Medium Fast,"Monster, Water 1","50% male, 50% female","20 (4,884–5,140 steps)",95,300,394,100,184,328,95,175,317,100,184,328,70,130,262,30,58,174,galarian slowbro,Slowbro,Water,,Pink,Upright,,,,,,slowbro
965,2.0 m (6′07″),79.5 kg (175.3 lbs),"70 (9.1% with PokéBall, full HP)",50 (normal),172,Medium Fast,"Monster, Water 1","50% male, 50% female","20 (4,884–5,140 steps)",95,300,394,75,139,273,80,148,284,100,184,328,110,202,350,30,58,174,slowking,Slowking,Water,Psychic,Pink,Upright,False,False,False,False,False,slowking
966,1.8 m (5′11″),79.5 kg (175.3 lbs),"70 (9.1% with PokéBall, full HP)",50 (normal),172,Medium Fast,"Monster, Water 1","50% male, 50% female","20 (4,884–5,140 steps)",95,300,394,65,121,251,80,148,284,110,202,350,110,202,350,30,58,174,galarian slowking,Slowking,Water,,Pink,Upright,,,,,,slowking
967,1.2 m (3′11″),36.0 kg (79.4 lbs),"190 (24.8% with PokéBall, full HP)",50 (normal),63,Medium Fast,"Monster, Water 1","50% male, 50% female","20 (4,884–5,140 steps)",90,290,384,65,121,251,65,121,251,40,76,196,40,76,196,15,31,141,slowpoke,Slowpoke,Water,Psychic,Pink,Quadruped,False,False,False,False,False,slowpoke
968,1.2 m (3′11″),36.0 kg (79.4 lbs),"190 (24.8% with PokéBall, full HP)",50 (normal),63,Medium Fast,"Monster, Water 1","50% male, 50% female","20 (4,884–5,140 steps)",90,290,384,65,121,251,65,121,251,40,76,196,40,76,196,15,31,141,galarian slowpoke,Slowpoke,Water,,Pink,Quadruped,,,,,,slowpoke
